Fecha,AOD_media,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-08-03,0,13.42,16.62,,20.55,17.24,,Deseable,Deseable,Deseable,Incorrecto,Deseable
2018-08-04,0,3.59,6.67,8.77,17.32,8.609130435,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-05,3.044,13.91,5.22,18.17,18.2,15.31625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-06,2.299,11.53,4.17,3.1,10.13,8.974583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-07,3.062,1.99,10.84,2.44,6.93,7.94,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-08,3.589,,,5.76,8.31,7.85875,,Deseable,Incorrecto,Incorrecto,Deseable,Deseable
2018-08-09,1.972,2,6.83,7.62,7.98,7.972916667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-10,3.247,6.26,2.12,0.33,20.04,7.0325,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-11,5.2,15.16,1.54,1.17,10.26,7.910833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-12,0.057,2.94,0.67,3.95,8.42,6.832083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-13,0,16.52,23.78,15.9,35.53,18.765,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-08-14,2.857,8.95,40.87,2.47,30.28,22.60708333,,Deseable,Deseable,Aceptable,Deseable,Aceptable
2018-08-15,0.948,14.49,12.8,7.26,18.35,15.84125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-16,1.206,9.92,22.86,6.52,6.27,18.85666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-17,5.026,30.22,30.88,2.84,8.57,14.4975,,Deseable,Aceptable,Aceptable,Deseable,Deseable
2018-08-18,2.724,20.56,48.51,4.35,12.94,16.74791667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-08-19,2.486,42.52,21.04,6.57,6.87,18.155,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-08-20,2.543,9.85,6.87,,5.13,12.04666667,,Deseable,Deseable,Deseable,Incorrecto,Deseable
2018-08-21,2.589,7.37,4.22,2.49,13.23,10.10541667,,Deseable,Deseable,Deseable,Deseable,Deseable
