Fecha,Belisario,IQCA_Belisario,Belisario_AOD,Carapungo_AOD,Carapungo,IQCA_Carapungo,Centro_AOD,Centro,IQCA_Centro,Cotocollao_AOD,Cotocollao,IQCA_Cotocollao,ElCamal_AOD,ElCamal,IQCA_ElCamal,Guamani_AOD,Guamani,IQCA_Guamani,LosChillos_AOD,LosChillos,IQCA_LosChillos,SanAntonio_AOD,SanAntonio,IQCA_SanAntonio,Tumbaco_AOD,Tumbaco,IQCA_Tumbaco
2020-09-16,19.552916666666665,Deseable,505.368,481.865,26.332083333333333,Aceptable,497.774,19.23708333333333,Deseable,,22.31083333333333,Deseable,498.969,23.7975,Deseable,516.0,17.765,Deseable,408.232,,Incorrecto,,18.508333333333333,Deseable,,16.403333333333332,Deseable
2020-09-17,17.22458333333333,Deseable,265.56,397.53,21.35125,Deseable,244.982,17.763333333333332,Deseable,275.094,15.516666666666666,Deseable,271.602,24.41,Deseable,342.216,25.09708333333333,Aceptable,346.432,,Incorrecto,199.899,15.933333333333332,Deseable,434.767,20.447916666666668,Deseable
2020-09-18,17.052083333333332,Deseable,,494.251,19.7925,Deseable,,18.735416666666666,Deseable,489.441,15.555416666666666,Deseable,,24.86916666666667,Deseable,,20.4595,Deseable,,,Incorrecto,457.466,15.675,Deseable,494.745,17.089583333333334,Deseable
2020-09-19,19.305,Deseable,,,22.79125,Deseable,,21.35125,Deseable,,20.289583333333333,Deseable,,27.133750000000003,Aceptable,,25.115416666666665,Aceptable,,,Incorrecto,,20.704166666666666,Deseable,,16.331666666666667,Deseable
2020-09-20,14.99125,Deseable,371.0,399.524,18.57,Deseable,,14.9075,Deseable,355.285,18.25208333333333,Deseable,415.139,25.896666666666665,Aceptable,379.483,12.722499999999998,Deseable,407.229,,Incorrecto,313.549,13.5375,Deseable,340.285,15.53875,Deseable
2020-09-21,9.372916666666669,Deseable,,,17.802916666666665,Deseable,,9.430416666666666,Deseable,,12.0075,Deseable,,18.541666666666668,Deseable,,8.879166666666666,Deseable,,,Incorrecto,,10.3625,Deseable,,13.263333333333334,Deseable
2020-09-22,10.475416666666666,Deseable,203.388,270.775,15.025416666666668,Deseable,245.623,10.749583333333334,Deseable,307.473,9.737083333333333,Deseable,243.307,17.09875,Deseable,240.811,10.13375,Deseable,204.571,,Incorrecto,217.789,10.870833333333332,Deseable,165.8,11.913076923076924,Deseable
2020-09-23,12.661666666666669,Deseable,,,17.16875,Deseable,,14.474583333333332,Deseable,,14.751666666666669,Deseable,,15.10125,Deseable,,16.065416666666668,Deseable,,,Incorrecto,,15.275,Deseable,,17.94739130434783,Deseable
2020-09-24,10.330416666666666,Deseable,537.916,577.209,13.296666666666669,Deseable,,12.0475,Deseable,479.557,13.327083333333334,Deseable,,16.690833333333334,Deseable,,9.853333333333332,Deseable,,,Incorrecto,553.0,13.091666666666669,Deseable,,10.756666666666668,Deseable
2020-09-25,7.874166666666666,Deseable,473.367,,10.75125,Deseable,587.0,6.048333333333333,Deseable,,8.529166666666667,Deseable,431.258,11.384166666666667,Deseable,486.85,11.86,Deseable,414.396,,Incorrecto,,10.683333333333332,Deseable,378.467,9.12375,Deseable
2020-09-26,11.29304347826087,Deseable,208.712,214.441,18.4625,Deseable,214.618,12.389583333333333,Deseable,241.622,16.766666666666666,Deseable,175.043,15.014583333333334,Deseable,221.414,14.65,Deseable,140.867,,Incorrecto,265.626,15.866666666666667,Deseable,134.867,,Incorrecto
2020-09-27,18.59708333333333,Deseable,238.724,231.762,23.68208333333333,Deseable,279.452,10.634,Deseable,208.526,21.22208333333333,Deseable,282.818,31.190416666666668,Aceptable,213.871,21.57625,Deseable,198.111,,Incorrecto,179.291,15.229166666666666,Deseable,225.075,,Incorrecto
2020-09-28,11.965000000000002,Deseable,,,12.23375,Deseable,,11.66375,Deseable,,13.184166666666668,Deseable,,17.008333333333333,Deseable,,20.894166666666667,Deseable,,,Incorrecto,,7.845833333333334,Deseable,,17.22,Deseable
2020-09-29,15.329,Deseable,275.897,404.904,20.85708333333333,Deseable,336.033,18.55625,Deseable,321.546,14.705416666666666,Deseable,323.129,30.32541666666667,Aceptable,250.227,18.6325,Deseable,332.183,,Incorrecto,378.282,12.4875,Deseable,274.57,17.130416666666665,Deseable
2020-09-30,9.953333333333337,Deseable,,,14.534166666666666,Deseable,,9.029130434782608,Deseable,,12.511666666666663,Deseable,550.0,18.2025,Deseable,,11.067083333333334,Deseable,514.0,,Incorrecto,,12.5625,Deseable,430.817,14.916666666666666,Deseable
2020-10-01,9.578333333333331,Deseable,421.511,357.173,15.492916666666668,Deseable,404.518,8.237916666666667,Deseable,435.323,13.504166666666668,Deseable,389.531,15.2965,Deseable,419.493,9.575833333333334,Deseable,373.339,,Incorrecto,408.626,12.2875,Deseable,444.253,9.485416666666667,Deseable
2020-10-02,11.033333333333331,Deseable,171.038,134.707,21.331666666666667,Deseable,178.282,9.429166666666667,Deseable,197.074,14.62086956521739,Deseable,167.023,13.655,Deseable,306.606,11.615,Deseable,184.86,,Incorrecto,114.872,14.229166666666666,Deseable,124.369,10.902500000000002,Deseable
2020-10-03,19.771666666666665,Deseable,,,16.94666666666667,Deseable,,20.265,Deseable,,19.065,Deseable,,23.84958333333333,Deseable,,22.959166666666665,Deseable,,,Incorrecto,,12.15,Deseable,,15.935416666666669,Deseable
2020-10-04,15.089166666666666,Deseable,,,16.481666666666666,Deseable,,14.839999999999998,Deseable,,18.1225,Deseable,,17.017500000000002,Deseable,,10.899583333333332,Deseable,,,Incorrecto,,11.345833333333331,Deseable,,14.579583333333334,Deseable
2020-10-05,7.839166666666666,Deseable,,,12.51375,Deseable,,8.178333333333333,Deseable,,10.159583333333334,Deseable,,11.019166666666663,Deseable,,10.652083333333334,Deseable,,,Incorrecto,,14.670833333333334,Deseable,,7.925833333333333,Deseable
2020-10-06,9.116666666666667,Deseable,344.572,617.723,16.544999999999998,Deseable,378.307,9.920833333333333,Deseable,565.689,10.1475,Deseable,396.483,11.922083333333331,Deseable,333.536,8.553749999999999,Deseable,260.62,,Incorrecto,381.681,12.570833333333333,Deseable,228.961,12.70125,Deseable
2020-10-07,8.747916666666667,Deseable,,,13.551666666666668,Deseable,,9.68,Deseable,,10.99875,Deseable,,12.402499999999998,Deseable,,12.200833333333334,Deseable,,,Incorrecto,,12.516666666666666,Deseable,,15.164166666666668,Deseable
2020-10-08,9.454166666666667,Deseable,503.0,,11.54625,Deseable,502.438,10.427083333333334,Deseable,,10.30875,Deseable,503.195,14.4425,Deseable,,11.025,Deseable,,,Incorrecto,,8.1,Deseable,,9.664166666666668,Deseable
2020-10-09,7.558333333333334,Deseable,284.393,325.969,10.518333333333333,Deseable,461.931,7.632916666666667,Deseable,355.516,7.643333333333333,Deseable,459.439,13.2625,Deseable,416.255,13.672916666666666,Deseable,301.0,,Incorrecto,323.679,10.270833333333334,Deseable,246.9,10.3225,Deseable
2020-10-10,10.81125,Deseable,144.886,170.561,13.587916666666668,Deseable,158.535,11.975833333333334,Deseable,185.476,11.152499999999998,Deseable,149.581,12.674166666666666,Deseable,201.559,22.354166666666668,Deseable,121.981,,Incorrecto,144.699,10.3375,Deseable,110.917,10.215833333333334,Deseable
2020-10-11,15.237916666666663,Deseable,152.494,112.036,14.3275,Deseable,173.66,14.154782608695651,Deseable,129.575,18.40375,Deseable,165.074,18.67458333333333,Deseable,173.715,11.256666666666668,Deseable,83.982,,Incorrecto,154.108,9.742857142857144,Deseable,116.904,14.055833333333334,Deseable
2020-10-12,9.753333333333332,Deseable,287.248,269.192,15.440416666666666,Deseable,308.102,8.049583333333333,Deseable,276.288,12.01625,Deseable,311.746,9.088333333333331,Deseable,367.926,9.298333333333334,Deseable,378.396,,Incorrecto,236.997,12.495833333333332,Deseable,332.013,14.3225,Deseable
2020-10-13,9.177916666666668,Deseable,337.777,488.919,16.322916666666668,Deseable,326.31,9.55625,Deseable,561.193,11.29375,Deseable,303.891,11.977083333333333,Deseable,,14.918333333333337,Deseable,312.635,,Incorrecto,552.188,15.929166666666667,Deseable,363.327,15.874583333333334,Deseable
2020-10-14,17.58625,Deseable,,,18.6775,Deseable,,15.265833333333331,Deseable,,19.21,Deseable,,17.409583333333334,Deseable,,17.207083333333333,Deseable,,,Incorrecto,,13.458333333333334,Deseable,,18.07708333333333,Deseable
2020-10-15,13.674583333333333,Deseable,321.404,375.207,18.04,Deseable,299.319,11.14,Deseable,375.508,15.05125,Deseable,356.44,14.81375,Deseable,305.726,13.517083333333332,Deseable,428.721,,Incorrecto,,13.866666666666667,Deseable,,12.9475,Deseable
2020-10-16,8.505833333333333,Deseable,482.46,,13.884166666666664,Deseable,491.182,8.52125,Deseable,,14.420416666666666,Deseable,491.728,13.718333333333334,Deseable,455.14,13.610416666666666,Deseable,427.862,,Incorrecto,,14.691304347826089,Deseable,346.197,14.423333333333334,Deseable
2020-10-17,8.838333333333333,Deseable,363.84,318.214,12.3175,Deseable,394.971,5.340909090909091,Deseable,386.209,11.140416666666669,Deseable,398.855,12.11,Deseable,,15.3825,Deseable,,,Incorrecto,368.626,12.995833333333332,Deseable,419.182,12.759166666666664,Deseable
2020-10-18,11.78375,Deseable,312.321,,13.507083333333334,Deseable,,10.10375,Deseable,,12.739583333333334,Deseable,,15.324583333333337,Deseable,,11.435,Deseable,,,Incorrecto,483.004,8.291666666666666,Deseable,384.637,12.260833333333332,Deseable
2020-10-19,11.476666666666668,Deseable,312.843,274.699,9.71625,Deseable,338.746,11.734166666666669,Deseable,285.168,10.19625,Deseable,343.683,17.61,Deseable,434.217,19.45583333333333,Deseable,369.898,,Incorrecto,282.883,6.5125,Deseable,326.701,9.737083333333333,Deseable
2020-10-20,19.4025,Deseable,382.598,352.367,24.72,Deseable,369.299,20.71375,Deseable,382.716,17.486250000000002,Deseable,344.998,27.897916666666664,Aceptable,401.131,27.84083333333333,Aceptable,301.698,,Incorrecto,318.839,16.691666666666666,Deseable,278.049,19.05,Deseable
2020-10-21,14.024166666666666,Deseable,,,20.203333333333333,Deseable,,13.026666666666666,Deseable,,16.68166666666667,Deseable,,19.162916666666668,Deseable,,16.231666666666666,Deseable,,,Incorrecto,,16.858333333333334,Deseable,,17.736250000000002,Deseable
2020-10-22,6.204166666666667,Deseable,399.808,400.582,10.105833333333331,Deseable,382.0,5.764166666666667,Deseable,462.718,8.035833333333334,Deseable,,10.580416666666666,Deseable,489.287,11.2175,Deseable,494.118,,Incorrecto,,10.47391304347826,Deseable,366.546,9.412083333333332,Deseable
2020-10-23,8.605416666666667,Deseable,,,13.108260869565218,Deseable,,9.271666666666668,Deseable,,11.175833333333337,Deseable,,11.002916666666666,Deseable,,10.252083333333331,Deseable,,,Incorrecto,,11.145833333333334,Deseable,,10.956666666666663,Deseable
2020-10-24,19.209166666666665,Deseable,409.121,462.924,19.74625,Deseable,497.197,20.535416666666663,Deseable,462.864,17.974166666666665,Deseable,563.167,20.11375,Deseable,,20.36,Deseable,543.292,,Incorrecto,471.334,13.9875,Deseable,432.487,14.71375,Deseable
2020-10-25,15.378749999999998,Deseable,570.051,,16.854166666666668,Deseable,582.817,17.912916666666668,Deseable,,13.748333333333331,Deseable,577.124,22.214166666666667,Deseable,496.213,21.36708333333333,Deseable,484.992,,Incorrecto,,10.679166666666667,Deseable,536.213,14.69625,Deseable
2020-10-26,16.205000000000002,Deseable,238.076,290.631,18.899166666666662,Deseable,250.088,15.32625,Deseable,273.127,15.565,Deseable,262.756,20.25625,Deseable,307.878,25.10333333333333,Aceptable,268.28,,Incorrecto,244.142,9.966666666666669,Deseable,269.28,14.063333333333333,Deseable
2020-10-27,18.45375,Deseable,,,18.29083333333333,Deseable,,11.95,Deseable,,15.164583333333333,Deseable,,20.23208333333333,Deseable,,25.795,Aceptable,,,Incorrecto,,11.458333333333334,Deseable,,18.976666666666667,Deseable
2020-10-28,11.55625,Deseable,,,9.008333333333333,Deseable,,11.32875,Deseable,,7.664166666666667,Deseable,,16.205833333333334,Deseable,,19.97958333333333,Deseable,,,Incorrecto,,5.366666666666667,Deseable,,6.71375,Deseable
2020-10-29,15.962916666666668,Deseable,515.0,450.064,17.94125,Deseable,673.831,13.4625,Deseable,462.367,14.077916666666669,Deseable,562.966,16.32375,Deseable,541.585,13.77625,Deseable,537.943,,Incorrecto,344.262,17.041666666666668,Deseable,494.712,13.002083333333331,Deseable
2020-10-30,15.41375,Deseable,369.0,345.708,13.853333333333332,Deseable,442.478,14.934583333333334,Deseable,356.145,12.65625,Deseable,417.375,17.96875,Deseable,479.048,18.3325,Deseable,358.558,,Incorrecto,283.834,11.8375,Deseable,,12.321666666666667,Deseable
2020-10-31,16.797083333333333,Deseable,,,18.54458333333333,Deseable,962.826,19.29208333333333,Deseable,,18.4875,Deseable,927.569,24.60333333333333,Deseable,872.0,21.875416666666663,Deseable,869.731,,Incorrecto,,14.625,Deseable,,15.329166666666666,Deseable
2020-11-01,13.689166666666669,Deseable,,309.951,17.805416666666666,Deseable,277.815,13.68625,Deseable,,14.07875,Deseable,274.836,19.309166666666663,Deseable,309.077,17.331666666666667,Deseable,216.694,,Incorrecto,199.819,11.133333333333333,Deseable,307.053,13.654583333333331,Deseable
2020-11-02,12.153333333333334,Deseable,217.577,248.204,16.210416666666667,Deseable,207.245,10.952916666666669,Deseable,240.971,15.73,Deseable,192.919,18.00916666666667,Deseable,206.334,16.445833333333333,Deseable,169.374,,Incorrecto,240.139,14.7,Deseable,181.363,12.805,Deseable
2020-11-03,11.791666666666666,Deseable,94.213,107.544,16.933333333333334,Deseable,89.089,12.3375,Deseable,78.948,14.949583333333337,Deseable,75.315,19.85291666666667,Deseable,112.189,17.320416666666667,Deseable,31.887,,Incorrecto,121.02,15.279166666666669,Deseable,62.424,13.1275,Deseable
2020-11-04,16.414166666666667,Deseable,129.593,175.589,23.78375,Deseable,135.67,16.34,Deseable,158.105,17.505,Deseable,134.348,23.742500000000003,Deseable,121.009,23.43041666666667,Deseable,140.891,,Incorrecto,165.555,21.579166666666666,Deseable,130.894,18.22625,Deseable
2020-11-05,28.219583333333333,Aceptable,368.237,502.764,29.63125,Aceptable,411.314,30.4275,Aceptable,422.61,29.13,Aceptable,459.804,29.23625,Aceptable,451.779,33.41315789473684,Aceptable,488.014,,Incorrecto,500.158,25.179166666666664,Aceptable,448.341,25.27541666666667,Aceptable
2020-11-06,24.0275,Deseable,,,28.21291666666667,Aceptable,,25.814166666666665,Aceptable,,28.03125,Aceptable,,30.13458333333333,Aceptable,,33.550000000000004,Aceptable,,,Incorrecto,,25.90833333333333,Aceptable,,24.13208333333333,Deseable
2020-11-07,20.789583333333333,Deseable,371.287,507.774,26.1375,Aceptable,457.912,21.33375,Deseable,455.379,25.3475,Aceptable,460.5,24.682916666666667,Deseable,399.29,24.611666666666668,Deseable,421.488,,Incorrecto,518.689,21.666666666666668,Deseable,480.367,24.080416666666665,Deseable
2020-11-08,18.2825,Deseable,,,27.595416666666665,Aceptable,,18.767916666666668,Deseable,,23.38125,Deseable,,18.86958333333333,Deseable,,24.557916666666667,Deseable,,,Incorrecto,,20.9125,Deseable,,22.55958333333333,Deseable
2020-11-09,14.750416666666666,Deseable,285.496,373.667,21.00166666666667,Deseable,296.222,16.011666666666667,Deseable,296.891,20.050416666666667,Deseable,280.122,17.931250000000002,Deseable,211.482,17.112916666666667,Deseable,233.987,,Incorrecto,309.535,19.3625,Deseable,256.988,20.554166666666667,Deseable
2020-11-10,22.50375,Deseable,362.325,413.586,28.346666666666668,Aceptable,341.896,26.33583333333333,Aceptable,491.054,25.422083333333333,Aceptable,320.272,31.802916666666665,Aceptable,363.001,33.33208333333334,Aceptable,243.132,,Incorrecto,319.452,22.90416666666667,Deseable,331.658,22.269583333333333,Deseable
2020-11-11,23.685,Deseable,375.466,406.719,28.014166666666668,Aceptable,383.545,23.46,Deseable,337.737,24.865,Deseable,434.958,29.09,Aceptable,532.111,34.253750000000004,Aceptable,492.41,,Incorrecto,379.46,24.870833333333334,Deseable,523.437,23.130416666666665,Deseable
2020-11-12,25.71875,Aceptable,386.456,403.177,25.12333333333333,Aceptable,510.668,25.90625,Aceptable,318.775,25.61625,Aceptable,558.423,27.273333333333333,Aceptable,570.878,30.4825,Aceptable,478.379,,Incorrecto,323.973,25.87777777777778,Aceptable,425.845,21.55208333333333,Deseable
2020-11-13,28.217916666666667,Aceptable,319.2,262.58,32.319583333333334,Aceptable,312.683,30.65125,Aceptable,291.489,29.965,Aceptable,313.591,35.647083333333335,Aceptable,448.734,35.905,Aceptable,346.846,,Incorrecto,280.13,27.1625,Aceptable,320.394,25.063333333333333,Aceptable
2020-11-14,36.245,Aceptable,,,37.77625,Aceptable,,35.775,Aceptable,542.45,36.18958333333333,Aceptable,,35.931666666666665,Aceptable,,42.95458333333334,Aceptable,,,Incorrecto,588.587,30.98333333333333,Aceptable,,34.13,Aceptable
2020-11-15,25.773750000000003,Aceptable,,,27.447916666666668,Aceptable,,29.621666666666663,Aceptable,,26.17625,Aceptable,,36.37125,Aceptable,,32.501666666666665,Aceptable,,,Incorrecto,,19.541666666666668,Deseable,,23.2125,Deseable
2020-11-16,27.63583333333333,Aceptable,,,32.25125,Aceptable,,35.03454545454545,Aceptable,,32.03,Aceptable,,40.193333333333335,Aceptable,,44.13,Aceptable,,,Incorrecto,,24.366666666666664,Deseable,,25.44458333333333,Aceptable
2020-11-17,27.82333333333333,Aceptable,,522.928,30.637083333333333,Aceptable,,30.63875,Aceptable,,28.32583333333333,Aceptable,,30.335,Aceptable,,32.31375,Aceptable,578.723,,Incorrecto,421.718,23.52083333333333,Deseable,433.75,24.125833333333333,Deseable
2020-11-18,24.33458333333333,Deseable,,514.113,28.495238095238093,Aceptable,,26.572916666666668,Aceptable,524.712,23.074166666666667,Deseable,,28.170416666666668,Aceptable,,29.545,Aceptable,,,Incorrecto,454.417,20.016666666666666,Deseable,549.541,22.156666666666663,Deseable
2020-11-19,28.34375,Aceptable,375.913,469.335,22.918,Deseable,472.728,28.547083333333333,Aceptable,497.87,25.786666666666665,Aceptable,483.896,29.52541666666667,Aceptable,,31.282083333333333,Aceptable,517.033,,Incorrecto,,19.84,Deseable,412.495,23.31375,Deseable
2020-11-20,16.045416666666668,Deseable,,,14.317826086956522,Deseable,,16.730833333333333,Deseable,,15.213333333333331,Deseable,,19.455416666666668,Deseable,,20.56583333333333,Deseable,,,Incorrecto,,9.966666666666669,Deseable,,9.699166666666668,Deseable
2020-11-21,15.3525,Deseable,522.0,382.703,14.955,Deseable,,14.413333333333334,Deseable,397.804,11.1725,Deseable,565.0,24.750416666666663,Deseable,462.509,18.232916666666664,Deseable,510.802,,Incorrecto,270.014,7.820833333333333,Deseable,511,13.135833333333332,Deseable
2020-11-22,21.343333333333334,Deseable,,,25.79375,Aceptable,,23.689166666666665,Deseable,,19.937916666666663,Deseable,,30.300833333333333,Aceptable,,25.5675,Aceptable,,,Incorrecto,,17.145833333333332,Deseable,,17.699166666666667,Deseable
2020-11-23,18.640416666666667,Deseable,,,16.97458333333333,Deseable,,19.219166666666663,Deseable,,16.883333333333333,Deseable,,23.130416666666665,Deseable,,18.069166666666668,Deseable,,,Incorrecto,,16.479166666666668,Deseable,,16.060416666666665,Deseable
2020-11-24,8.299583333333333,Deseable,,,16.122916666666665,Deseable,,9.23125,Deseable,,12.950416666666667,Deseable,,15.51,Deseable,,7.486250000000001,Deseable,,,Incorrecto,,14.879166666666668,Deseable,,14.8125,Deseable
2020-11-25,12.599583333333332,Deseable,488.332,503.43,20.1025,Deseable,510.648,10.40875,Deseable,481.433,16.2925,Deseable,545.324,11.7075,Deseable,556.841,12.767083333333332,Deseable,562.875,,Incorrecto,473.439,15.970833333333331,Deseable,493.776,16.893333333333334,Deseable
2020-11-26,16.39375,Deseable,467.823,477.666,11.595,Deseable,451.678,16.990416666666665,Deseable,502.493,10.883333333333333,Deseable,446.617,20.614166666666662,Deseable,495.697,16.32875,Deseable,406.825,,Incorrecto,427.463,6.654166666666666,Deseable,398.866,10.86375,Deseable
2020-11-27,17.0425,Deseable,,,18.81583333333333,Deseable,,14.429166666666667,Deseable,,17.057916666666667,Deseable,,16.483333333333334,Deseable,,17.06833333333333,Deseable,,,Incorrecto,,12.691666666666668,Deseable,,12.205833333333333,Deseable
2020-11-28,20.902916666666663,Deseable,,546.107,26.500833333333333,Aceptable,560.395,21.705,Deseable,,21.070416666666667,Deseable,549.605,27.87333333333333,Aceptable,571.0,25.982916666666668,Aceptable,515.109,,Incorrecto,442.322,18.558333333333334,Deseable,464.008,21.587083333333336,Deseable
2020-11-29,14.899166666666666,Deseable,458.376,378.962,18.139166666666664,Deseable,462.19,15.899166666666666,Deseable,379.934,15.7875,Deseable,451.046,18.95208333333333,Deseable,436.94,17.0825,Deseable,407.973,,Incorrecto,291.563,10.566666666666666,Deseable,442.494,13.8275,Deseable
2020-11-30,14.9275,Deseable,360.098,434.238,15.222083333333332,Deseable,382.375,13.920416666666666,Deseable,445.578,13.2075,Deseable,389.508,21.179583333333333,Deseable,329.989,14.217916666666667,Deseable,339.615,,Incorrecto,381.555,12.295833333333334,Deseable,311.646,8.777083333333334,Deseable
2020-12-01,14.868333333333332,Deseable,,,12.785833333333334,Deseable,,13.97375,Deseable,,13.432916666666666,Deseable,,17.066666666666666,Deseable,,16.172083333333333,Deseable,,,Incorrecto,,11.542857142857144,Deseable,,9.83,Deseable
2020-12-02,10.620416666666666,Deseable,,,8.730416666666667,Deseable,,10.650833333333331,Deseable,,9.46625,Deseable,,14.4525,Deseable,,10.18,Deseable,,,Incorrecto,399.506,8.779166666666667,Deseable,,7.14375,Deseable
2020-12-03,14.92625,Deseable,,,15.957916666666668,Deseable,540.002,15.921666666666669,Deseable,,16.327916666666667,Deseable,539.836,20.345,Deseable,,18.315416666666668,Deseable,523.76,,Incorrecto,477.735,7.920833333333333,Deseable,514.943,10.747916666666669,Deseable
2020-12-04,13.6675,Deseable,503.605,442.872,8.750833333333334,Deseable,484.86,12.89125,Deseable,449.604,8.834166666666667,Deseable,508.578,15.852083333333333,Deseable,,14.211666666666666,Deseable,483.0,,Incorrecto,342.573,8.754166666666666,Deseable,475.62,5.85625,Deseable
2020-12-05,13.981666666666667,Deseable,,,15.41375,Deseable,,16.09375,Deseable,,13.420833333333334,Deseable,,19.7375,Deseable,,21.3275,Deseable,,,Incorrecto,,13.594444444444443,Deseable,,11.447083333333332,Deseable
2020-12-06,10.327083333333333,Deseable,496.263,372.623,13.702083333333334,Deseable,501.556,9.785833333333334,Deseable,463.34,12.736666666666666,Deseable,517.0,10.553333333333333,Deseable,565.0,8.026666666666667,Deseable,,,Incorrecto,,,Incorrecto,,9.785,Deseable
2020-12-07,12.72875,Deseable,341.476,381.121,12.29625,Deseable,362.913,11.097499999999998,Deseable,366.537,11.136666666666663,Deseable,374.19,15.53875,Deseable,423.0,16.509583333333335,Deseable,351.208,,Incorrecto,313.093,,Incorrecto,306.214,9.667083333333332,Deseable
2020-12-08,13.7625,Deseable,,,11.3375,Deseable,,15.22,Deseable,,13.972499999999998,Deseable,,14.300555555555556,Deseable,,19.855833333333333,Deseable,,,Incorrecto,,,Incorrecto,,9.42875,Deseable
2020-12-09,15.32,Deseable,,,13.276666666666666,Deseable,,15.0625,Deseable,,12.64125,Deseable,,17.265833333333333,Deseable,581.0,21.1475,Deseable,,,Incorrecto,587.28,,Incorrecto,,10.175,Deseable
2020-12-10,16.79,Deseable,,,14.605833333333337,Deseable,,15.965833333333334,Deseable,,15.701666666666666,Deseable,,18.5075,Deseable,,15.044,Deseable,,,Incorrecto,,,Incorrecto,,12.1125,Deseable
2020-12-11,17.374166666666667,Deseable,506.677,423.056,14.864583333333334,Deseable,506.684,17.35291666666667,Deseable,445.131,11.455,Deseable,465.095,20.203333333333333,Deseable,484.042,21.12208333333333,Deseable,446.431,,Incorrecto,354.557,,Incorrecto,468.042,15.397619047619049,Deseable
2020-12-12,18.46708333333333,Deseable,,,23.580416666666665,Deseable,,21.14916666666667,Deseable,,20.86125,Deseable,,28.255416666666665,Aceptable,582.069,27.420416666666668,Aceptable,,,Incorrecto,439.106,,Incorrecto,,21.680000000000003,Deseable
2020-12-13,13.724583333333332,Deseable,,,12.688333333333333,Deseable,,15.322083333333332,Deseable,,12.769583333333337,Deseable,,18.110416666666666,Deseable,,18.65083333333333,Deseable,,,Incorrecto,,,Incorrecto,,10.239166666666668,Deseable
2020-12-14,13.956666666666663,Deseable,,,13.683750000000002,Deseable,,15.54625,Deseable,,13.2125,Deseable,,17.434166666666666,Deseable,,14.069166666666666,Deseable,,,Incorrecto,,,Incorrecto,,12.641666666666666,Deseable
2020-12-15,15.376666666666669,Deseable,507.865,532.021,11.275833333333331,Deseable,528.302,14.63375,Deseable,502.198,11.835,Deseable,591.663,20.185416666666665,Deseable,599.0,19.02375,Deseable,598.286,,Incorrecto,518.346,,Incorrecto,529.472,10.831666666666663,Deseable
2020-12-16,16.769130434782607,Deseable,,389.031,18.00916666666667,Deseable,,16.459565217391305,Deseable,412.565,15.289166666666668,Deseable,,22.965238095238096,Deseable,443.0,18.265416666666667,Deseable,,,Incorrecto,458.332,,Incorrecto,387.661,12.93625,Deseable
2020-12-17,12.565416666666666,Deseable,,,12.167083333333332,Deseable,,11.845416666666669,Deseable,,12.327083333333334,Deseable,,19.000833333333336,Deseable,,17.735,Deseable,,,Incorrecto,,,Incorrecto,,9.838333333333331,Deseable
2020-12-18,14.792916666666663,Deseable,344.114,336.602,13.497083333333334,Deseable,,16.506249999999998,Deseable,499.0,14.565416666666666,Deseable,549.376,20.36083333333333,Deseable,513.938,18.133333333333333,Deseable,522.282,,Incorrecto,455.0,,Incorrecto,425.269,8.383750000000001,Deseable
2020-12-19,12.045,Deseable,496.89,409.107,10.080833333333333,Deseable,518.553,11.833333333333334,Deseable,,12.007083333333334,Deseable,494.92,18.957916666666662,Deseable,457.803,16.694166666666668,Deseable,438.737,,Incorrecto,476.154,,Incorrecto,423.944,8.3625,Deseable
2020-12-20,9.045,Deseable,260.122,293.703,8.972916666666666,Deseable,275.543,7.711666666666666,Deseable,322.483,7.907083333333333,Deseable,262.994,12.909999999999998,Deseable,239.361,13.7175,Deseable,246.797,,Incorrecto,284.81,,Incorrecto,273.611,9.22125,Deseable
2020-12-21,12.335,Deseable,499.166,426.157,10.396666666666668,Deseable,433.326,12.027500000000002,Deseable,417.538,9.339583333333334,Deseable,395.145,17.36583333333333,Deseable,356.706,12.965416666666668,Deseable,335.81,,Incorrecto,321.05,,Incorrecto,374.431,8.053749999999999,Deseable
2020-12-22,15.544583333333334,Deseable,,,13.38625,Deseable,,18.05583333333333,Deseable,,15.48,Deseable,,22.06958333333333,Deseable,,21.55666666666667,Deseable,,,Incorrecto,,,Incorrecto,,11.519166666666663,Deseable
2020-12-23,16.348333333333333,Deseable,462.0,,13.847083333333332,Deseable,462.0,18.099166666666665,Deseable,,14.335833333333332,Deseable,540.417,21.14125,Deseable,572.705,22.24875,Deseable,533.11,,Incorrecto,,,Incorrecto,592,11.822083333333332,Deseable
2020-12-24,12.621250000000002,Deseable,,,8.345833333333333,Deseable,,12.106666666666667,Deseable,,8.58375,Deseable,,19.47958333333333,Deseable,,17.72625,Deseable,,,Incorrecto,,,Incorrecto,,8.765833333333333,Deseable
2020-12-25,9.230416666666668,Deseable,,573.0,9.270833333333334,Deseable,,9.118333333333334,Deseable,,9.277916666666668,Deseable,,15.712083333333332,Deseable,,16.044999999999998,Deseable,,,Incorrecto,,,Incorrecto,560.107,6.761666666666667,Deseable
2020-12-26,7.579166666666667,Deseable,,,7.312083333333334,Deseable,,8.852500000000001,Deseable,,8.34375,Deseable,,12.450416666666667,Deseable,,12.80625,Deseable,,,Incorrecto,,,Incorrecto,,5.026666666666666,Deseable
