Fecha,TMP,PM25,AOD_mean,AOD_median,AOD_moda,IQCA,AOD_mean_0,AOD_sum
2019-08-27,15.88625,7.65625,0.348,0.333,0.293,Deseable,0.051,0.1
2019-08-28,15.909583333333332,8.412083333333333,0.246,0.237,0.223,Deseable,2.719,5.34
2019-08-29,15.558750000000002,7.876666666666666,0.272,0.259,0.248,Deseable,1.294,2.58
2019-08-30,15.51625,8.377916666666666,0.088,0.089,0.05,Deseable,2.571,2.61
2019-08-31,15.714583333333332,14.100833333333334,0.28,0.282,0.28,Deseable,1.649,3.08
2019-09-02,15.63,13.120833333333332,0.166,0.175,0.197,Deseable,2.565,5.11
2019-09-04,15.730416666666668,33.59916666666667,0.58,0.577,0.577,Aceptable,0.0,0.0
2019-09-05,16.08791666666667,16.855,0.377,0.376,0.375,Deseable,0.0,0.0
2019-09-06,16.028333333333332,15.237916666666669,0.349,0.388,0.457,Deseable,0.627,1.23
2019-09-07,15.873333333333331,8.740416666666667,0.196,0.172,0.157,Deseable,1.895,3.17
2019-09-08,15.935833333333331,9.45125,0.132,0.13,0.136,Deseable,1.895,3.78
2019-09-09,15.38375,10.06625,0.272,0.253,0.253,Deseable,0.0,0.0
2019-09-11,15.776666666666666,17.93375,0.28,0.294,0.26,Deseable,4.887,8.86
2019-09-13,16.54625,45.859583333333326,0.231,0.249,0.256,Aceptable,0.761,1.33
2019-09-16,15.19875,16.555833333333332,0.205,0.19,0.19,Deseable,1.589,2.36
2019-09-22,,27.176,0.392,0.394,0.375,Aceptable,9.797,8.74
2019-09-27,15.55125,17.247083333333332,0.361,0.362,0.313,Deseable,3.971,5.18
2019-09-29,14.174583333333333,13.854583333333332,0.336,0.291,0.302,Deseable,2.021,2.55
